name,description,product_variants,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,category,sub-category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group,Level 1 Category,Level 2 Category,Level 3 Category
Natural Spring Water,"A non-sparkling natural spring water, Acqua Panna has a low mineral content, giving it a crisp, clean taste that cleanses the palate and refreshes the taste buds.",,1165200,24,500.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162223/1c144f0c27f236e5ca748.png?1717594412,,https://johnsonbrothers.storefronts.site/p/JDIQN,,,,Acqua Panna,Non-alcoholic,Water,Still,,johnson brothers,Nestle Waters North America Inc,Italy,Alcohol,Non-alcoholic,Water,Still
Natural Spring Water,"A non-sparkling natural spring water, Acqua Panna has a low mineral content, giving it a crisp, clean taste that cleanses the palate and refreshes the taste buds.",,1803171,24,250.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162223/1c144f0c27f236e5ca748.png?1717594412,,https://johnsonbrothers.storefronts.site/p/JDIQN,,,,Acqua Panna,Non-alcoholic,Water,Still,,johnson brothers,Nestle Waters North America Inc,Italy,Alcohol,Non-alcoholic,Water,Still
Cabernet Sauvignon California,"Akira from United States, provided by Milton's Distributing Co Inc. Enjoy the unique taste and quality.",,1235540,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3079219/3cf43ba37d198c596f6ea.png?1712919873,,https://johnsonbrothers.storefronts.site/p/3KMUS,,,,Akira,Wine,Still,Red,,johnson brothers,Milton's Distributing Co Inc,United States,Alcohol,Wine,Still,Red
Pinot Grigio California,"Akira from United States, provided by Milton's Distributing Co Inc. Enjoy the unique taste and quality.",,1730049,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3079221/a76e5d281062590efd675.png?1712919876,,https://johnsonbrothers.storefronts.site/p/J8L2G,,,,Akira,Wine,Still,White,,johnson brothers,Milton's Distributing Co Inc,United States,Alcohol,Wine,Still,White
Pinot Noir California,"Akira from United States, provided by Milton's Distributing Co Inc. Enjoy the unique taste and quality.",,1289266,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3079220/6ae24e49d8cec8e0df58e.png?1712919875,,https://johnsonbrothers.storefronts.site/p/MH7PI,,,,Akira,Wine,Still,Red,,johnson brothers,Milton's Distributing Co Inc,United States,Alcohol,Wine,Still,Red
Red Blend California,"Akira from United States, provided by Milton's Distributing Co Inc. Enjoy the unique taste and quality.",,1166713,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3079218/edce2bc9fa2205672abd6.png?1712919872,,https://johnsonbrothers.storefronts.site/p/8EE71,,,,Akira,Wine,Still,Red,,johnson brothers,Milton's Distributing Co Inc,United States,Alcohol,Wine,Still,Red
Cabernet Sauvignon Mendoza,"Alamos grapes are grown at the foothills of the Andes Mountains at elevations of 3,000 to 5,000 feet, where intense sunlight, cool evening temperatures and mineral-rich irrigation from mountain snowmelt translate to rich wines with intense flavor characteristics.",,1994492,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259632/b682e0486f53cbdd520b6.png?1650628851,,https://johnsonbrothers.storefronts.site/p/0WW1F,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Malbec Mendoza,"The grapes for our Malbec were handpicked, destemmed and crushed. Prior to fermentation, the must was cold soaked for three days. Fermentation occurred in upright, conical tanks for one week at 85F. Throughout fermentation, we used several pump-overs to extract colour and flavour. After primary fermentation, this wine underwent malolactic fermentation to create a round mouthfeel before six to eight months of aging in French 225 L barrels at a medium toast level.",,1152950,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259658/c02218aacd271297bbc56.png?1650628882,,https://johnsonbrothers.storefronts.site/p/R8IYO,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Malbec Selección Mendoza,"Alamos from Argentina, provided by Gallo. Enjoy the unique taste and quality.",,1646166,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259686/024ef420b83aa44ced4ba.png?1650628909,,https://johnsonbrothers.storefronts.site/p/WTUC1,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Red Blend Mendoza,"Alamos from Argentina, provided by Gallo. Enjoy the unique taste and quality.",,1175098,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259727/8c806de9f8ccc4c31d7ea.png?1650628961,,https://johnsonbrothers.storefronts.site/p/FCQMU,,,,Alamos,Wine,Still,Red,,johnson brothers,Gallo,Argentina,Alcohol,Wine,Still,Red
Espadín San Andrés Joven 100% Agave Mezcal 96.2 Proof,"Complex, rich, intensely floral.",,1105401,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2978084/cfe0e57f7dd48389ce81b.png?1707896573,,https://johnsonbrothers.storefronts.site/p/PQ1GY,,,,Alipús Mezcal,Spirit,Mezcal,Joven,,johnson brothers,Alambic Inc - Craft Distillers,Mexico,Alcohol,Spirit,Mezcal,Joven
Espadín San Juan Del Rio Joven 100% Maguey Mezcal Artesanal,"Fruity, rich, smokey, pleasantly sweet.",,1623004,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2978071/9fb59809f037e942328ad.png?1707896559,,https://johnsonbrothers.storefronts.site/p/N64B3,,,,Alipús Mezcal,Spirit,Mezcal,Joven,,johnson brothers,Alambic Inc - Craft Distillers,Mexico,Alcohol,Spirit,Mezcal,Joven
Espadín Sta. Ana Del Rio Joven 100% Maguey Mezcal Artesanal,"Fermented in pine vats & distilled by Don Eduardo Hernandez from agave Espadín grown at about 5200 feet in mountainous, white, & very rocky soil. Very cleanly distilled. Soft and lightly fruity.",,1597663,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1120620/0c655fc96c8b2b754de73.png?1564671476,,https://johnsonbrothers.storefronts.site/p/OZVGJ,,,,Alipús Mezcal,Spirit,Mezcal,Joven,,johnson brothers,Craft Distillers,Mexico,Alcohol,Spirit,Mezcal,Joven
San Luis Del Rio Joven 100% Agave Mezcal Artesanal 96.2 Proof,"Spicy, round, and soft.",,1992653,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2978062/718ae32e08484d075ad79.png?1707896541,,https://johnsonbrothers.storefronts.site/p/OQ8FU,,,,Alipús Mezcal,Spirit,Mezcal,Joven,,johnson brothers,Alambic Inc - Craft Distillers,Mexico,Alcohol,Spirit,Mezcal,Joven
Amarone della Valpolicella Classico Dry Red Wine,"Intense ruby red tending to garnet, it reveals an extraordinary complexity on the nose, with notes of cherries in spirits and blackberry jam, followed by hints of dried violets, dark chocolate, coffee and tobacco. It takes the palate by surprise with its balance, freshness and softness, enhanced by silky-smooth tannins.",,1866021,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235661/c41f3b021aee946d52ddb.png?1722242766,,https://johnsonbrothers.storefronts.site/p/YW7OY,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Amarone della Valpolicella Classico Fieramonte Riserva,"Particularly intense and compact ruby red in colour, this Amarone opens on the nose with a dominant, broad and toasted scent of coffee and tobacco. On the palate, it impresses with its imposing structure. The tannins are centre stage but not aggressive on the palate, accompanied by a fresh and vital acidity that lengthens and streamlines the mouthfeel.",,1664770,3,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235022/f2b1494a7c08520739242.png?1722237225,,https://johnsonbrothers.storefronts.site/p/K76KR,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Valpolicella,"Ruby red in colour with purplish hues, it expresses a fragrant fruity note dominated by cherry, echoed by fresher nuances of aromatic herbs.",,1427672,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235073/2293699e5598fb52325c9.png?1722237328,,https://johnsonbrothers.storefronts.site/p/4UX5P,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Veronese Corvina La Poja Monovitigno,"An elegant, sophisticated wine with a noble profile and great aromatic expression. The enveloping and intense scent rises vertically, revealing ripe but still-fresh fruit, followed by notes of toasted tobacco, dark spices and liquorice. It enchants the palate with its extraordinary balance, lengthy persistence and soft, silky tannins.",,1587151,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235573/1282b11392c573ae3bd70.png?1722242464,,https://johnsonbrothers.storefronts.site/p/1R4XM,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Veronese La Grola,"A deep ruby red wine with great character and personality. The scent is broad and enveloping, with hints of blackcurrant, spicy notes of juniper and black pepper, combined with hints of tobacco and coffee. It is fresh and intense on the palate, with superb aromatic persistence.",,1367734,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235607/2bb5b22b1103b8268c9a5.png?1722242640,,https://johnsonbrothers.storefronts.site/p/AUQA2,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Veronese La Grola,"A deep ruby red wine with great character and personality. The scent is broad and enveloping, with hints of blackcurrant, spicy notes of juniper and black pepper, combined with hints of tobacco and coffee. It is fresh and intense on the palate, with superb aromatic persistence.",,1643665,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235607/2bb5b22b1103b8268c9a5.png?1722242640,,https://johnsonbrothers.storefronts.site/p/AUQA2,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Veronese Palazzo Della Torre,"An elegant, harmonious wine with considerable structure and aromaticity. Ruby red in colour with purplish hues, it initially reveals sophisticated notes of vanilla, black pepper and cloves, echoed by gentle nuances of raisined grapes. On the palate it is velvety, with soft tannins and a long and persistent finish.",,1265097,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235100/d860395ed50bc572bcd5b.png?1722237387,,https://johnsonbrothers.storefronts.site/p/VY4EG,,,,Allegrini,Wine,Still,Red,,johnson brothers,Gallo,Italy,Alcohol,Wine,Still,Red
Chardonnay Willamette Valley,"Alumni from United States, provided by Sm USA Inc. Enjoy the unique taste and quality.",,1274365,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2180767/61691f5d61624f8aa40dd.png?1643861343,,https://johnsonbrothers.storefronts.site/p/H9P31,,,,Alumni,Wine,Still,White,,johnson brothers,Sm USA Inc,United States,Alcohol,Wine,Still,White
Pinot Noir Willamette Valley,"Alumni from United States, provided by Sm USA Inc. Enjoy the unique taste and quality.",,1041534,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2180768/74765a0e9c3a9681e5849.png?1643861345,,https://johnsonbrothers.storefronts.site/p/IDT82,,,,Alumni,Wine,Still,Red,,johnson brothers,Sm USA Inc,United States,Alcohol,Wine,Still,Red
Delle Venezie Pinot Grigio,"Marked by a fresh, floral bouquet with notes of acacia flowers, this dry white wine is well balanced with lively white fruit flavors. Enjoy young for maximum flavor expression.",,1264596,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2917183/1086def5b8857b9d24942.png?1704461446,,https://johnsonbrothers.storefronts.site/p/KDDW9,,,,Alverdi,Wine,Still,White,,johnson brothers,Opici Wines,Italy,Alcohol,Wine,Still,White
Rubicone Sangiovese,"An approachable wine with aromas of violets and a mild hint of spice, Alverdi Sangiovese is a dry red filled with ripe plums, balanced by light tannins offering a slightly crisp finish.",,1329370,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2917187/f1a021e5b9e640ed542f9.png?1704461512,,https://johnsonbrothers.storefronts.site/p/4HM66,,,,Alverdi,Wine,Still,Red,,johnson brothers,Opici Wines,Italy,Alcohol,Wine,Still,Red
Liqueur,"Amber colour, complex aroma, pleasantly balanced between sweet and bitter.  Drink it straigh t, on the rocks or as dominant modifier for classic and innovative cocktails. ",,1615417,6,1.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2386081/0f175f37ce3bdd014ba7e.png?1657778609,,https://johnsonbrothers.storefronts.site/p/0KPT1,,,,Amaro Montenegro,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Liqueur,"Amber colour, complex aroma, pleasantly balanced between sweet and bitter.  Drink it straigh t, on the rocks or as dominant modifier for classic and innovative cocktails. ",,1274328,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2386081/0f175f37ce3bdd014ba7e.png?1657778609,,https://johnsonbrothers.storefronts.site/p/0KPT1,,,,Amaro Montenegro,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Liqueur,"Amber colour, complex aroma, pleasantly balanced between sweet and bitter.  Drink it straigh t, on the rocks or as dominant modifier for classic and innovative cocktails. ",,1117906,60,50.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2386081/0f175f37ce3bdd014ba7e.png?1657778609,,https://johnsonbrothers.storefronts.site/p/0KPT1,,,,Amaro Montenegro,Spirit,Liqueur,Bitter,,johnson brothers,Gallo,Italy,Alcohol,Spirit,Liqueur,Bitter
Cabernet Sauvignon Napa Valley,"ABOUT THE WINE: The 2021 Amici Napa Cabernet
Sauvignon is a powerful, rich, and beautifully balanced
wine. Dense aromas of dark cherry and plum are accented
by hints of cocoa and creme de cassis. The full-bodied palate
presents notes of ripe blackberry, dark chocolate, baking
spices, and toasty oak. Silky tannins are laced throughout
the long finish, promising beautiful ageability for years to come.
BLEND: 82% Cabernet Sauvignon, 7% Merlot, 7% Cabernet
Franc, 4% Petite Verdot ",,1939413,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3031117/1c59b6641f781439281db.png?1710435834,,https://johnsonbrothers.storefronts.site/p/VC2KV,,,,Amici Cellars,Wine,Still,Red,,johnson brothers,Amici Cellars,United States,Alcohol,Wine,Still,Red
Chardonnay Sonoma Coast,"ABOUT THE WINE: Amici Sonoma Coast
Chardonnay is a classic example of a coastal chardonnay.
Vibrant aromas of zesty lime, juicy ripe peach, and Asian
pear are accompanied by subtle notes of brioche and a
delicate wisp of sea spray. The palate offers flavors of crisp
green apple, baked pie, and a touch of cinnamon spice, all
guided by lively acidity that leads to a refreshing finish. ",,1860535,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3031118/ad79de5ab9ccc6469b293.png?1710436003,,https://johnsonbrothers.storefronts.site/p/7GB29,,,,Amici Cellars,Wine,Still,White,,johnson brothers,Amici Cellars,United States,Alcohol,Wine,Still,White
Pinot Noir Russian River Valley,"ABOUT THE WINE: The Pinot Noir opens with an
enticing nose of Bing cherry, black tea, and delicate
baking spices. Layers of complexity follow on the palate,
showcasing vibrant notes of blackberry compote
intermingled with delightfully crunchy red fruit and an
undertone of cinnamon spice. The finish has a soft and luscious texture
that leaves a lasting impression.",,1504093,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3031119/2da46474124378ed5caa6.png?1710436145,,https://johnsonbrothers.storefronts.site/p/TBHTZ,,,,Amici Cellars,Wine,Still,Red,,johnson brothers,Amici Cellars,United States,Alcohol,Wine,Still,Red
Cabernet Franc Sierra Foothills,"Andis Wines from United States, provided by Andis Wines. Enjoy the unique taste and quality.",,1174332,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2261281/c3d2125da32621f69bee6.png?1650719595,,https://johnsonbrothers.storefronts.site/p/28A74,,,,Andis Wines,Wine,Still,Red,,johnson brothers,Andis Wines,United States,Alcohol,Wine,Still,Red
