description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"The “Frantoiana” or Frantoio olive, typical of the territories of central Italy, maintains its characteristic green color until harvest time. With an intense green color and golden reflections, the oil produced from Frantoio olives reveals its value as soon as it is tasted. You will perceive intense vegetable aromas of artichoke and thistle, along with notes of green almond.",Extra Virgin Olive Oil,10509901N,,6 x 500 mL Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/extra-virgin-olive-oils/10509901n_0.jpg,80441002016,,,https://www.chefswarehouse.com/products//10509901N/,MONINI,,,Salad Dressing,MONINI,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/extra-virgin-olive-oils/10509901n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Organic"",""text"":""Organic"",""abbreviation"":""Organic""},""category"":""Extra Virgin Olive Oils"",""sub-category"":""Oil"",""sub-sub-category"":""Extra Virgin Olive Oils"",""supplier_name"":"""",""country_of_origin"":""Italy"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_10509901N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 500 mL Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10509901N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10509901N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 500 mL Case""}}],""businessUnit"":""200001""},{""code"":""JDE_10509901N-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6 x 500 mL Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10509901N""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10509901N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 500 mL Case""}}],""businessUnit"":""200001""}]}"
Black Truffle Oil,Black Truffle Oil,BC110023,,12x750 ML BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/flavored-oils/bc110023_0.jpg,,,,https://www.chefswarehouse.com/products//BC110023/,GOCCIA UMBRA,,,Salad Dressing,GOCCIA UMBRA DI ENRICO,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/flavored-oils/bc110023_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Flavored Oils"",""sub-category"":""Oil"",""sub-sub-category"":""Flavored Oils"",""supplier_name"":"""",""country_of_origin"":""Italy"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_BC110023-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12x750 ML BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC110023""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC110023-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x750 ML BC""}}],""businessUnit"":""200001""},{""code"":""JDE_BC110023-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""12x750 ML BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC110023""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC110023-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x750 ML BC""}}],""businessUnit"":""200001""}]}"
"Pan Coating spray is a high-quality and convenient cooking spray that's perfect for preventing food from sticking to your cooking surfaces. This spray is made from non-GMO ingredients. This spray is perfect for baking, grilling, and saut�ing.",Non-GMO Pan Coating,1009164,,6x16 Oz,,,,,https://www.chefswarehouse.com/siteassets/pim-images/shortening-spray-oils/1009164_0.jpg,838687 00316 8,,,https://www.chefswarehouse.com/products//1009164/,PACKER,,,Toppings & Croutons,WHOLE HARVEST,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shortening-spray-oils/1009164_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Shortening & Spray Oils"",""sub-category"":""Shortening & Spray Oils"",""sub-sub-category"":""Shortening & Spray Oils"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Toppings & Croutons"",""product_variants"":[{""code"":""JDE_1009164-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x16 Oz"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1009164""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1009164-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x16 Oz""}}],""businessUnit"":""200001""}]}"
"High performance frying oil offers the best of both worlds- extended fry life and a blend of heart-healthy oils.  A pioneer in the zero trans fat category, Tri-Fri has no trans fat, is cholesterol free, and high in omega 6 and vitamin E.  The special blend also protects against flavor transfer and can be cold-filtered, saving food service & restaurant operators both food and labor dollars.",Try-Fri Oil,82084,,1x35 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/canola-vegetable-oils/82084_0.jpg,,,,https://www.chefswarehouse.com/products//82084/,SOVENA,,,Salad Dressing,SOVENA USA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/canola-vegetable-oils/82084_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Canola & Vegetable Oils"",""sub-category"":""Canola & Vegetable Oils"",""sub-sub-category"":""Canola & Vegetable Oils"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_82084-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x35 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""82084""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_82084-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x35 LB Case""}}],""businessUnit"":""200001""}]}"
"Introducing Omed Yuzu Olive Oil, a premium quality olive oil infused with the bright and zesty flavors of Japanese yuzu fruit. This exquisite olive oil is crafted using traditional methods, resulting in a refreshing and citrusy taste that will brighten up any dish. Omed Yuzu Olive Oil has a beautiful golden color and a fresh aroma of yuzu, with hints of lemon and grapefruit. It has a smooth and buttery texture, with a tangy and fruity flavor that will awaken your taste buds. Made from the finest olives and Japanese yuzu fruit, Omed Yuzu Olive Oil is the perfect choice for drizzling over salads, grilled vegetables, fish, or to use as a finishing oil for rice dishes.",YUZU OLIVE OIL,10513598,,9x250 ML BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/flavored-oils/10513598_0.jpg,8.44E+12,,,https://www.chefswarehouse.com/products//10513598/,OMED,,,Salad Dressing,VENCHIPA SL,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/flavored-oils/10513598_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Flavored Oils"",""sub-category"":""Oil"",""sub-sub-category"":""Flavored Oils"",""supplier_name"":"""",""country_of_origin"":""Spain"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_10513598-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""9x250 ML BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10513598""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10513598-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""9x250 ML BC""}}],""businessUnit"":""200001""},{""code"":""JDE_10513598-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""9x250 ML BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10513598""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10513598-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""9x250 ML BC""}}],""businessUnit"":""200001""}]}"
"Extra virgin olive oil Frantoia is produced from the olive trees planted in the western Central Hills of Sicily. Three varieties of olives: Nocellara, Cerasuola and Biancolilla are used for this oil. Handpicked from the trees, they are sent daily to the olive press, where they are carefully crushed by traditional granite grinders. A cold centrifuge system is used for extraction guaranteeing maximum hygiene. Tradition and advance technology are joined together in the production of this elegant full bodied gold green olive oil, with a rich aroma, delicate fruity flavour and a slight aftertaste of sweet almonds.",Italian Extra Virgin Olive Oil,BC760263,,12 x 500 mL Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/extra-virgin-olive-oils/bc760263_0.jpg,1.80E+13,,,https://www.chefswarehouse.com/products//BC760263/,FRANTOIA,,,Salad Dressing,FRANTOIA BARBERA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/extra-virgin-olive-oils/bc760263_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Extra Virgin Olive Oils"",""sub-category"":""Oil"",""sub-sub-category"":""Extra Virgin Olive Oils"",""supplier_name"":"""",""country_of_origin"":""Italy"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_BC760263-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 500 mL Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC760263""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC760263-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 500 mL Case""}}],""businessUnit"":""200001""}]}"
"This all natural corn oil is used for cooking, where its high smoke point makes refined corn oil a valuable frying oil. Used by many restaurants across US.",Corn Oil,GO130,,1x35 LB TUB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/canola-vegetable-oils/go130_0.jpg,41618500148,,,https://www.chefswarehouse.com/products//GO130/,PACKER,,,Salad Dressing,MAGIC SEASONING,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/canola-vegetable-oils/go130_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Canola & Vegetable Oils"",""sub-category"":""Canola & Vegetable Oils"",""sub-sub-category"":""Canola & Vegetable Oils"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_GO130-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x35 LB TUB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GO130""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GO130-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x35 LB TUB Case""}}],""businessUnit"":""200001""}]}"
Mustard Oil,Mustard Oil,1005349,,12 x 500 mL Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/flavored-oils/1005349_0.jpg,9.32E+12,,,https://www.chefswarehouse.com/products//1005349/,YANDILLA,,,Salad Dressing,YANDILLA,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/flavored-oils/1005349_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Flavored Oils"",""sub-category"":""Oil"",""sub-sub-category"":""Flavored Oils"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_1005349-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 500 mL Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1005349""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1005349-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 500 mL Case""}}],""businessUnit"":""200001""},{""code"":""JDE_1005349-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""12 x 500 mL Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1005349""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1005349-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 500 mL Case""}}],""businessUnit"":""200001""}]}"
The heat of this oil makes it perfect for spicy dishes. It is stable at high temperature and ideal for stir-frying.,Hot Chili Oil,1000259,,6x8 Oz BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/flavored-oils/1000259_0.jpg,7.60E+11,,,https://www.chefswarehouse.com/products//1000259/,BOYAJIAN,,,Salad Dressing,"BOYAJIAN, INC.",Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/flavored-oils/1000259_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Flavored Oils"",""sub-category"":""Oil"",""sub-sub-category"":""Flavored Oils"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_1000259-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x8 Oz BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1000259""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1000259-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x8 Oz BC""}}],""businessUnit"":""200001""},{""code"":""JDE_1000259-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6x8 Oz BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1000259""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1000259-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x8 Oz BC""}}],""businessUnit"":""200001""}]}"
"Introducing Omed Arbequina Extra Virgin Olive Oil, a premium quality olive oil made from the finest Arbequina olives. This exquisite olive oil is cold-pressed to retain its unique flavor profile, resulting in a fruity and well-balanced taste that will elevate any dish. Omed Arbequina Extra Virgin Olive Oil has a beautiful golden color and a delicate aroma of fresh herbs and green apple. It has a smooth and buttery texture, with a light peppery finish that lingers on the palate. Made from hand-selected Arbequina olives, Omed Arbequina Extra Virgin Olive Oil is the perfect choice for drizzling over salads, vegetables, grilled meats, or to use as a finishing oil for pasta dishes.",Arbequina Olive Oil,10948997,,9x1 LT BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/extra-virgin-olive-oils/10948997_0.jpg,8.44E+12,,,https://www.chefswarehouse.com/products//10948997/,OMED,,,Salad Dressing,VENCHIPA SL,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/extra-virgin-olive-oils/10948997_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Extra Virgin Olive Oils"",""sub-category"":""Oil"",""sub-sub-category"":""Extra Virgin Olive Oils"",""supplier_name"":"""",""country_of_origin"":""Spain"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_10948997-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""9x1 LT BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10948997""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10948997-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""9x1 LT BC""}}],""businessUnit"":""200001""},{""code"":""JDE_10948997-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""9x1 LT BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10948997""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10948997-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""9x1 LT BC""}}],""businessUnit"":""200001""}]}"
OSESAME086C,Oil Sesame Seed Toasted,1000260,,6x8 Oz BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/flavored-oils/1000260_0.jpg,7.60E+11,,,https://www.chefswarehouse.com/products//1000260/,BOYAJIAN,,,Salad Dressing,"BOYAJIAN, INC.",Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/flavored-oils/1000260_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Flavored Oils"",""sub-category"":""Oil"",""sub-sub-category"":""Flavored Oils"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_1000260-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x8 Oz BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1000260""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1000260-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x8 Oz BC""}}],""businessUnit"":""200001""},{""code"":""JDE_1000260-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6x8 Oz BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1000260""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1000260-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x8 Oz BC""}}],""businessUnit"":""200001""}]}"
"Almond Oil Leblanc is a premium culinary oil that is highly valued for its delicate and nutty flavor. Made from high-quality almonds, this oil is carefully extracted and cold-pressed to preserve its natural goodness and flavor, making it a popular choice for cooking, baking, and other culinary applications. Our Almond Oil Leblanc is made from premium quality almonds that are carefully selected and processed to ensure their freshness and quality. The almonds are cold-pressed to extract the oil, which is then filtered and bottled to preserve its delicate flavor and aroma.",Almond Oil,GO186L,,6x500 ML BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/nut-seed-oils/go186l_0.jpg,3.76E+12,,,https://www.chefswarehouse.com/products//GO186L/,J. LEBLANC,,,Salad Dressing,J LEBLANC,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/nut-seed-oils/go186l_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Nut & Seed Oils"",""sub-category"":""Nut & Seed Oils"",""sub-sub-category"":""Nut & Seed Oils"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Canned and Dry"",""Level 2 Category"":""Dressings Oil & Vinegar"",""Level 3 category"":""Salad Dressing"",""product_variants"":[{""code"":""JDE_GO186L-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x500 ML BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GO186L""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GO186L-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x500 ML BC""}}],""businessUnit"":""200001""},{""code"":""JDE_GO186L-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""6x500 ML BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""GO186L""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_GO186L-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x500 ML BC""}}],""businessUnit"":""200001""}]}"
