description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"Available only at The Chefsâ€™ Warehouse, this chemical free shrimp is a versatile product for any menu item. Our XT,XW and ABC shrimp are farm raised without the use of antibiotics or hormones and contain no chemical additives. Shrimp counts are sized within 3 grams to ensure uniformity and consistent cooking.",Chemical-Free Tail-Off Peeled & Deveined Shrimp 71 - 90,WI030930,,5 x 2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/18213_0.jpg,,,,https://www.chefswarehouse.com/products/WI030930/,XW,,,,BEL CANTO FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/18213_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030930-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""5 x 2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030930\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030930-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5 x 2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Available only at The Chefsâ€™ Warehouse, this chemical free shrimp is a versatile product for any menu item. Our XT,XW and ABC shrimp are farm raised without the use of antibiotics or hormones and contain no chemical additives. Shrimp counts are sized within 3 grams to ensure uniformity and consistent cooking.",Chemical-Free Peeled & Deveined Tail-Off Shrimp 26/30,WI030891,,5x2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/34363_0.jpg,70041420266,,,https://www.chefswarehouse.com/products/WI030891/,XW,,,,CENTRAL SEAWAY COMPANY INC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/34363_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030891-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""5x2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030891\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030891-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5x2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
SHRIMP PD T/OFF IQF 21/25W CENSEA,Peeled & Deveined Tail Off IQF Shrimp 21-25w,WI030889,,5x2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/18208_0.jpg,70041420211,,,https://www.chefswarehouse.com/products/WI030889/,CENSEA,,,,CENTRAL SEAWAY COMPANY INC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/18208_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030889-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""5x2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030889\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030889-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5x2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
SHRIMP PD T/ON IQF 8/12T CENSEA,"IQF Tail On, Peeled & Deveined Shrimp 8 - 12",WI030858,,5x2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/18187_0.jpg,70041820127,,,https://www.chefswarehouse.com/products/WI030858/,CENSEA,,,,CENTRAL SEAWAY COMPANY INC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/18187_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030858-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""5x2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030858\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030858-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5x2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Open Coastâ„¢ Shrimp are raised in partially open coastal ponds where freshwater from rivers and streams mixes with saltwater from the ocean. This environment mimics the natural habitat of the shrimp, resulting in its exceptional flavor and texture. These shrimp only eat a natural diet, free from any antibiotics, hormones or chemical additives. They are processed and frozen within hours of harvest, preserving optimum freshness and flavor. Shrimp counts are sized within 3 grams to ensure uniformity and consistent cooking time.  Open Coastâ„¢ Shrimp is given a best choice (green) rating by Monterey Bay Aquarium SeafoodWatch and is 
certified sustainable by Best Aquaculture Practices (BAP).",Chemical-Free Easy Peel Black Tiger Shrimp 13/15,WI030760A,,5 x 2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030760a_0.jpg,,,,https://www.chefswarehouse.com/products/WI030760A/,OPEN COAST,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030760a_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030760A-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""5 x 2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030760A\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030760A-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5 x 2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Available only at The Chefsâ€™ Warehouse, this chemical free cooked shrimp 16-20/lb infuses any dish with the spirited, savory taste of the sea. Coming to you frozen, this shrimp is cooked in its shell, peeled, and needle deveined to save precious time in the kitchen. Try it on a kebab with grilled mango and pineapple or opt for an elegant sautÃ© with lemon and garlic.",Chemical-Free Cooked Shrimp 16-20/Lb,WI030878,,5 x 2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/18202_0.jpg,,,,https://www.chefswarehouse.com/products/WI030878/,ABC SHRIMP,,,,BEL CANTO FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/18202_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030878-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""5 x 2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030878\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030878-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5 x 2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
SHRIMP PD T/ON IQF 21/25W CENSEA,Peeled & Deveined Tail On IQF Shrimp 21-25w,WI030869,,5x2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030869_0.jpg,70041820219,,,https://www.chefswarehouse.com/products/WI030869/,CENSEA,,,,CENTRAL SEAWAY COMPANY INC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030869_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030869-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""5x2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030869\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030869-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5x2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
RAW EZ PEEL WHITE SHRIMP U 12,Raw Ez Peel White Shrimp U 12,WI030757,,10x2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030757_0.jpg,,,,https://www.chefswarehouse.com/products/WI030757/,OISHII,,,,MAZZETTA,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030757_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""Thailand"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030757-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10x2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030757\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030757-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10x2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Available only at The Chefsâ€™ Warehouse, this chemical free shrimp is a versatile product for any menu item. Our XT,XW and ABC shrimp are farm raised without the use of antibiotics or hormones and contain no chemical additives. Shrimp counts are sized within 3 grams to ensure uniformity and consistent cooking.",Chemical-Free Shrimp Peeled & Deveined Tail-On 16/20,WI030867B,,10 x 1 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/10255200_0.jpg,,,,https://www.chefswarehouse.com/products/WI030867B/,XW,,,,BEL CANTO FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/10255200_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030867B-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 x 1 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030867B\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030867B-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 x 1 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Shrimp EZ Peel 13/15 refers to a specific size and preparation of shrimp. These shrimp have been peeled and deveined, with the tails left on for easy handling. They are classified as 13/15, which means that there are between 13 and 15 shrimp per pound. These shrimp are typically medium to large in size and can be used in a variety of dishes, such as shrimp scampi, shrimp cocktail, and stir-fries. They can be cooked by boiling, sautï¿½ing, grilling, or baking.",Raw Ez Peel White Shrimp 13 -15,WI030763,,10 x 2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030763_0.jpg,,,,https://www.chefswarehouse.com/products/WI030763/,OISHII,,,,MAZZETTA,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030763_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""Thailand"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030763-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 x 2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030763\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030763-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 x 2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
RAW EZ PEEL WHITE SHRIMP 16/20,Raw Ez Peel White Shrimp 16/20,WI030768,,10 x 2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030768_0.jpg,,,,https://www.chefswarehouse.com/products/WI030768/,OISHII,,,,MAZZETTA,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030768_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""Thailand"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030768-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 x 2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030768\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030768-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 x 2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
SHRIMP HEAD ON 5/7 TIGER PRAWN,Shrimp Head On 5/7 Tiger Prawn,WI030790,,6 x 4.4 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/18160_0.jpg,,,,https://www.chefswarehouse.com/products/WI030790/,MARK FOODS INC,,,,MARK FOODS INC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/18160_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""Shellfish"",""Level 4"":""Shrimp"",""product_variants"":""[{\""code\"":\""JDE_WI030790-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""6 x 4.4 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030790\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030790-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""6 x 4.4 LB Case\""}}],\""businessUnit\"":\""200001\""},{\""code\"":\""JDE_WI030790-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""6 x 4.4 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030790\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030790-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""6 x 4.4 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
This chemical free tail off peeled and deveined white shrimp is a versatile product for any menu item.,Chemical-Free IQF P&D Tail-Off Shrimp 51/60,WI030900,,5 x 2 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030900_0.jpg,75627138139,,,https://www.chefswarehouse.com/products/WI030900/,XW,,,,BEL CANTO FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030900_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""FinFish"",""Level 4"":""Eel"",""product_variants"":""[{\""code\"":\""JDE_WI030900-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""5 x 2 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030900\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030900-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5 x 2 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Introducing our Chemical-Free 16/20 White Shrimp, a premium quality seafood that is carefully sourced from pristine waters. Our shrimp are sustainably harvested and processed without the use of any chemicals or preservatives, ensuring the highest quality and flavor. Our 16/20 White Shrimp are hand-selected for their large size, sweet taste, and firm texture. They are perfect for grilling, sautÃ©ing, or adding to your favorite seafood recipes. With their mild flavor, they pair well with a variety of seasonings and sauces.",Shrimp 16/20w,WI030728,,10x5 LB BC,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030728_0.jpg,,,,https://www.chefswarehouse.com/products/WI030728/,,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/shrimp/wi030728_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Shrimp"",""sub-category"":""Shrimp"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""group"":""Food"",""level 1 category"":""Meat"",""level 2 category"":null,""Level 2"":""Seafood"",""Level 3"":""Shellfish"",""Level 4"":""Shrimp"",""product_variants"":""[{\""code\"":\""JDE_WI030728-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10x5 LB BC\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030728\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030728-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10x5 LB BC\""}}],\""businessUnit\"":\""200001\""},{\""code\"":\""JDE_WI030728-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""10x5 LB BC\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""WI030728\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_WI030728-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10x5 LB BC\""}}],\""businessUnit\"":\""200001\""}]""}"
